id_hash,listing_desc
777300d5-7443-4ed4-a57a-49c74e161b1b,"Rural private setting in desirable Lower Dauphin school district. This home features over 3100 sq ft of finished living space with 4 bedrooms and 2.5 bathrooms, beautifully maintained .77 acre lot. Kitchen with movable island open to two story vaulted ceiling living room overlooking yard and foliage. Large master suite on main floor offers large walk in closet, tiled bathroom with Jacuzzi tub and walk-in shower. Formal dining room, first floor laundry, kitchen opens to deck. Head to the 2nd floor to relax in the loft overlooking living room. Upstairs also offers 3 bedrooms all with large or walk in closets. Almost fully finished basement with additional large room for storage with cabinets to remain. Large shed with electricity."
57ac5221-5e95-4c5a-854a-7688fafd5fff,"Dont miss out on this beautiful 1.42 ACRES in the heart of Elizabethtown, This property is 3 separate parcels . Stunning brick home very clean, three bedrooms 11/2 bath, covered back porch beautiful yard . So many opportunities with this property. Conveniently located to downtown Elizabethtown, Elizabethtown College, shopping, restaurants, etc."
0606fe1a-042e-4bd1-bf5d-d41677f998d7,"10.05 acres of open land in Lower Dauphin SD. Enjoy the view of the valley that this lot provides. Minutes from Hershey Med Ctr, Rtes 283 and 743 and the PA Turnpike, yet secluded and private. Build your dream home with approved builder and plan. Other estate size lots available in small community with a rural feel. Clean & Green tax status."
fd0dc572-6d2f-4d42-b34a-8aea23fc34bc,"Working from home now? Looking for space? Privacy? Room to grow!!This sprawling ranch home is the one you have been waiting for! Offering 5 bedrooms and 4 full baths, there is certainly versatility for all your needs! The park like setting, 2.5 acres of privacy, and horseshoe shaped driveway is a dream come true! It is perfect for a growing family, multi generational living, in-law space or for business use, where extra work space and parking is needed. The addition of a 1200 sq. ft. master bedroom is something that must be seen to be appreciated. A 18 X 8 walk-in closet...really! Did I mention SPACE? There has also been 1200 sq. ft. more added to the lower level that provides 2 garages and work space galore! The main level 30 X 15 family room with propane fireplace is currently being used as a dining room... but the choice is yours since the eat- kitchen is large in itself, at 17 X 23. Efficient geothermal heating and cooling plus 4 mini split units in the addition provide the comfort needed in a home of this size. Schedule your showing today and see all this home has to offer. It is not a drive-by....you must see inside!"
5873b50a-9ec2-45a7-af85-84d672549359,"New 2-story semi with 3 bedrooms, 2.5BA, 2-car garage. Under construction still time to make interior selections. Call agent for completion date and information."
9a1ae642-b060-44dc-beb0-35c7d8eab317,"This new 3 bedroom, 2 bath cottage is loaded with charm. The open floor plan offers 8~ flat residential ceilings, recessed lighting, upgraded appliances and separate laundry with plenty of storage. The master suite has a large walk-in closet and oversized walk-in shower in the bath. The perfect starter home priced to sell!"
fedcba69-697d-4962-9a83-a269b5279990,"Stunning property with endless possibilities! Drive time to Penn State Hershey Med & other health facilities 15-20 minutes. This spectacular Parade Of Homes property features a stunning custom kitchen and large island with cherry and antique maple cabinets, granite countertops, ceramic tile backsplash, pot filler, dual dishwasher, built-in microwave and more. There is a bonus 5th bedroom suite over the 3 car garage thats perfect for in-law quarters or possible rental unit to supplement income. Granite flooring in the foyer & laundry room, Hardwood floors throughout kitchen, dining, family room, and master bedroom. The 2nd floor offers 3 bedrooms, Jack & Jill access to bath and two 5 vanities in dressing room; 2nd full bath and access to bedroom suite. Detached garage/barn featuring a 30 x 22 insulated farm animal room, fully finished second story which could be used for meetings, events, or turned into an apartment. Dual zone HVAC, 200A electric service with 220 welding line. The list is endless with this property. Centrally located between Lancaster, Harrisburg, Hershey, York, Lititz. Please see additional information under the documents tab."
05889a4c-605b-493f-9d8d-b441cd40d367,"Zero Down 100% financing eligible USDA 2 story brick semi-detached with private fenced yard, large front porch, 1st floor laundry hook up, has a full attic and full basement. Off street parking, walking distance to shopping, schools and public library"
a0f4c139-f0b6-4251-995a-6b0359312d1b,"Welcome to the Nottingham Manor model home at Bishop Woods! This 4008+ sqft home features an open floorplan, 4 beds, 2.5 baths, and a finished walk-out basement. The main living area of the home has a 2-story Family Room with see-through gas fireplace that is also usable from the outdoor deck. The Family Room opens up to the Breakfast Area and Garden Kitchen. The Garden Kitchen Features a large eat-in island, quartz countertops, tile backsplash, stainless steel appliances, butlers pantry and walk-in pantry. The butlers pantry leads into the Dining Room with 5 Charleston wainscoting trim and bump-out. The Study has a closet and 3 Charleston wainscoting trim. Beautiful Foyer at front of home has a tray ceiling with shiplap accent and crown molding. First-floor Owners Suite has 2 walk-in closets and luxurious Venetian Bath package with freestanding soaker tub, walk-in tile shower, separate vanities with extra storage, and a private water closet. The Laundry Room is conveniently located near the Owners Suite and has a work station with sink. The Entry area has a bench area with cabinets and coat pegs, and leads to the 2-car garage. Upstairs, the hallway overlooks the Family Room. There is a large Bonus Room, 3 bedrooms with walk-in closets, and a full bath with dual vanities. Partially finished basement has 2 sets of sliding glass doors leading out to the patio under the deck."
262bc826-28ca-4e07-9949-495328e70684,"A beautiful Victorian home with 4 bedrooms, 5 bathrooms, living room, family room, dining room, kitchen, laundry, large covered porches, patio, lovely gardens, and 5 off street parking spaces. It can be home for your family or extended family. It is located in Elizabethtown Borough, Lancaster County, PA. Downtown Elizabethtown with its shops, coffee shops, library, museums, restaurants and taprooms is within easy walking distance. Elizabethtown College, Masonic Village retirement community and an Amtrak Station (Keystone Line) are within walking distance."
e44388b4-4b94-44a1-abe1-99168d74a82e,"Dot not miss your opportunity to see this large, detached home just half a block from downtown Elizabethtown! This home features a spacious, updated kitchen, large living room, two full bathrooms, and a large yard."
c0e1fcdb-ac25-410c-a825-7688fe610513,"Do you own your own business This mixed use property might be the perfect location for your home business! Live upstairs and run your business downstairs. Upstairs holds a beautiful 2 bedroom apartment. The first level must remain business use. There are multiple offices and there could be many uses such as a beauty shop, day care, store, law office, accounting firm, etc. the possibilities are endless!"
e77627c7-51bb-47a7-a13a-3ee8054dd189,"The Hawthorne is a 4 bed, 2.5 home featuring an open floorplan with 2-story Family Room, Breakfast Area, and Kitchen with island and walk-in pantry. The first floor also has a Dining Room, Living Room, and private Study. The Entry Area has a walk-in closet and leads to the 2-car Garage. Upstairs, the hallway overlooks the Family Room below. The Owners Suite features 2 walk-in closets and a private full bath. 3 additional bedrooms with walk-in closets, a full bathroom, and Laundry Room complete the second floor. Unfinished Basement included."
e84ba701-ff51-47f2-bda6-acf61d4ae5cc,"Beautiful, Lancaster County, working farm offered for sale. Family owned since 1943 and enrolled in the Ag Preserve in 2010. This farm offers approximately 73 tillable acres, 23 pasture acres, and 22.5 acres of woodland. Large bank barn, 32 stanchions, milk house,former tobacco barn and more! New sand mound in 1997, House roof 2006, newer metal roof and siding on barn, original milk house, and former tobacco barn. Crops reserved by Farmer that currently rents the ground. Tenant may consider future lease with new owners."
ad7822bc-9bf5-4f42-82ad-ff7473344162,"This charming 3 bed, 2 bath home has many upgrades including stainless steel appliances, 8~ residential ceilings throughout, 36~ vanities in both bathrooms, concrete parking pad for 2 vehicles and many more. This home is located in an up and coming neighborhood and great school district. The large flat lot offers plenty of space for a storage shed and landscaping options. The full covered porch is a great place to enjoy quiet evenings or rainy afternoons. Call for an appointment today!"
717cccf5-2305-4cd4-9519-d8aac548ae84,"UNDER CONSTRUCTION: This 2-story home with inviting front porch includes a 3-car garage with mudroom entry complete with a pantry and built-in lockers.. Off of the foyer is the living room to the right, and to the left, the formal dining room with elegant coffered ceiling detail. A convenient butlers pantry connects the dining room to the kitchen featuring stainless steel appliances and quartz countertops with tile backsplash. The kitchen, in turn, opens to the sunny breakfast area with sliding glass door access to the patio. Adjacent to the breakfast area is the open great room, warmed by a gas fireplace featuring stone surround and stylish shiplap detail above the mantel. Also on the first floor is a study, quietly tucked down a hall way. The 2nd floor boasts all 4 bedrooms and 2 full bathrooms, as well as a convenient laundry room and a large raised rec room. The spacious owners suite includes a private bathroom with double bowl vanity, 5 tile shower, a free-standing tub, and an expansive closet."
ffa93775-b21a-4a70-bc26-a4082be5e402,"Buy this foreclosure deal the right way. Jump on this HOT deal. Based on the data provided to Auction.com, we believe this property will have high return potential. Start by visiting our site, then login or create a free account, and save this property to receive important alerts. Well let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the propertys winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
7602438c-072f-422e-b7f9-b86fc2e0f832,Great new ranch floor plan that is under construction in Stoneybrook. 90 day completion. Some selections are still able to be selected by Buyers.
f19b1e77-c5c7-4626-abe5-b162bd03987a,"The Parker offers plenty of space to live and entertain in its open floorplan. An eat-in kitchen with walk-in pantry and breakfast area opens to the family room. Enjoy a study and formal dining room for extra living space on the first floor. Oversized 2 car garage. The Owner~s Suite is located at the top of the stairs, with 2 walk-in closets and full bath. 3 additional bedrooms with walk-in closets, a full bath, and laundry room are also on the second floor. Price shown includes all applicable incentives when using a Keystone Custom Homes preferred lender. Price is subject to change without notice."
d8d471a2-8352-4ed5-918f-143d0731b62f,"Building Site, No Builder or time restrictions. Londonderry Township, Lower Dauphin Schools building site that is cleared and ready for quick delivery. 1.11 acres with 200 feet of road frontage. Site perked and probed and ready for system design. Building restriction limits home of no more than three bedrooms. Enjoy rural living that is super convenient to Elizabethtown, Harrisburg and Rt. 283. All builders are welcome. Build the home of your specifications. No association fees. Quiet country living close to park. Call listing agent for details!"
21aee44f-9b3f-49fd-bf58-4c71bf23633b,"Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. Well let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the propertys winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
631b0d0a-adac-4e10-8394-02de5bbe1086,"New single family community. This home is great for entertaining with nearly the entire first floor open. Spacious first floor with granite island seating, fireplace, living room columns and patio. A flex space is also on the first floor. The Master Bedroom has a sitting area, vaulted ceiling and an oversize walk in closet for both his & hers clothing. This neighborhood is convenient to Lancaster and Dauphin counties."
34758e2b-355a-419a-8cc7-13e1d301ba10,"Fantastic Investment Opportunity! This property includes 6 different income producing units. Suite 101 contains 1,254 sq. ft. and a half bath. Suite 102 contains 841 sq. ft. and a half bath. Suite 103 contains 576 sq. ft. and a half bath. The warehouse contains 792 sq. ft. and a 480 sq. ft. semi-enclosed carport. The garage contains 340 sq. ft. The apartment features 820 sq. ft. with 2 bedrooms, a living room, eat-in kitchen and one full bath. All units have their own entrance. Property also includes a parking lot with a minimum of 5 parking spaces. See MLS attachments for Income & Expense sheet. Sq. footage is estimated. See also, MLS#PALA166820 (MULTI) & MLS#PALA166824 (COMM)."
85d52fc1-e0ad-4e3d-a3c6-deadae697139,"Great investment opportunity to own a fully leased two unit in Elizabethtown, Pa. Located in Elizabethtown Boro. Gross Income $ 20,327, NOI $15,657."
3bc96ca1-2549-450d-b61d-fa5cf0ee29bb,"Contact your agent for more information. Nice country lot with easy access to Route 283. Bring your builder to this gorgeous, partially wooded setting and build your dream home! Perc and Probe test attached. As per SEO, Sand Mound or At Grade System with a Coco Filter options for on lot septic system."
f2df11f7-8369-4731-b54a-83a8d99cbede,"The rockwell Model at the Meadows features a first floor master, and has 3 spacious bedrooms on the 2nd floor. The home has an open, flowing floor plan with a formal dining room, living room and a family room that can be viewed from the kitchen. You can overlook the family room from the 2nd floor hallway. Gas heat, granite and hardwood in the foyer are just a few of the features in this home. Includes a limited time of $5000 seller assist. This home is to be built."
84603d82-3448-4be7-892e-ec600838ce2a,"Great Investment Opportunity to Own a Fully Leased Two Unit In Elizabethtown. Tenants pay all utilities and is separate metered. Recently remodeled with updated appliances, carpet, paint, hardwood floors and more. Located in the School District of Elizabethtown in West Donegal Township. Gross Income $23,678.00, NOI $18,981.00."
5b7a3e2f-bbf3-4849-8a10-423de7fdf569,Lovely country lot secluded back in backing to farmland! ANY BUILDER! Absolute one of a kind spot! Recently subdivided lot. New assessment coming. Agent is partner in Seller.
0ec58dd2-2ec1-4a34-9a4a-d3aa5dc52f9f,"This 906 square foot mobile / manufactured home has 3 bedrooms and 2.0 bathrooms. It is located at 59 Charles Ave Elizabethtown, Pennsylvania."
1492db82-5ae4-4ea4-b033-4321ee53c740,"Well maintained 4 bedroom 2 full bath home in convenient Akron location, situated on a 0.42 acre lot, across the street from Roland Park. Kitchen was completely renovated with Quartz counters, tile backsplash, stainless steel appliances and a walk-in pantry. Main level bedrooms, hallway and living room have hardwood flooring underneath carpet. Lower level is partially finished and features a full bathroom, laundry (with laundry shoot) and one car garage, Enjoy the beautiful view from the private deck!"
ff2ef5eb-6ee9-4fc2-ab07-b6f5d28a50e0,"Too many fabulous features to mention!! Hardwood floors throughout, screened-in porch, new deck-summer 2010, new custom cabinetry, large finished daylight basement w/fireplace, updated kitchen, spacious lot that backs up to woods, fresh paint with artistic flare, over-sized 1 car garage and 1 car carport, Storage area."
7924c6c6-f9d8-43da-88bf-68e6f4c32cbc,"Nice maintenance free home on a level lot. Solid brick home with a slate roof. This home features 4 bedrooms, 1.5 baths, a large living room, a formal dining room and a large first floor bedroom which could be used as a family room or an office. Property is zoned commercial and could be used for a business. Seller is willing to give a live video tour."
fdfe1575-9460-4513-94d1-b88c529567c4,"Multifamily 2 spaces units located in the Heart of small town Akron across from Weisers Market, off street parking. Also listed separately 7 unit mix use commercial and multifamily property . Tenant occupied need at least 48 hours notice. Please follow CDC guide line for COVID-19 and all visitors keep social distancing need to wear face mask at all the time while showing.Tenant occupied need at least 48 hours notice. Please follow CDC guide line for COVID-19 and all visitors keep social distancing need to wear face mask at all the time while showing. With Covid-19 both the tenants in this building is not allowing any showings."
6db0c412-be56-4087-a7b0-688b8962c80c,"This is a vacant land home. It is located at Lauber Rd Akron, Pennsylvania."
d98c158a-3e31-42ea-bffc-3469fb3b2765,"This inviting home has been tastefully remodeled with a new kitchen featuring oak cabinets, pull-out shelves, granite counter tops and a breakfast bar. The new bath features a whirlpool tub, vanity and fixtures. The basement with a half bath can be garage, workshop or finish into family room. Outside you wont want to miss the large fenced in yard, 27ft round above ground pool and brand new 20x12 shed w/ more.."
a07e9875-8c57-4713-8834-6e0378bec720,Home is to be built. Quality construction by C&F inc. This home features 3 bedrooms including a master suite. Downstairs features an open floor plan that includes a dining area. This home also includes a 2 car garage and a back patio. Dont miss out on this amazing opportunity to have this brand new home at a price that you cant beat.
5f9657b6-a213-447b-89aa-20ddd6b8c724,With Covid-19 the tenant in unit # 2 is not allowing any showings.
42495138-4155-4b9f-adc5-a6aa396d1282,"Approved lot with public water and sewer in Akron Borough. Beautiful scenery and idyllic setting. Close and Ephrata-to-Lititz Linear Trail. Excellent location, convenient to 30/283 and Pa Turnpike. Bring your own builder. This is an opportunity to own a gem."
2625517b-1dc0-4dee-a03f-e395f610a824,With Covid-19 the tenant in unit # 2 is not allowing any showings.
d6040488-ca99-412d-be8b-4ef635a3aec0,"Solid brick rancher with great level back yard-Over 1/2 acre-Large, partially finished basement with fireplace-End of road beside farm land-Quiet neighborhood"
c102d70b-b49f-4631-a734-0ee601420a3d,"This 1182 square foot multi family home has 2 bedrooms and 1.0 bathrooms. It is located at 323 Main St Akron, Pennsylvania."
9eace508-d1e7-4d64-9773-56cf7ec37154,"This 1186 square foot single family home has 3 bedrooms and 1.5 bathrooms. It is located at 3 N Conestoga View Dr Akron, Pennsylvania."
ff3d8c5a-63f3-4c8d-a899-a0bfd809ef61,"This 1200 square foot single family home has 3 bedrooms and 1.0 bathrooms. It is located at 923 Oak St Akron, Pennsylvania."
246fd53e-d861-46fa-aada-950fb2025828,"Enjoy the peaceful country setting of this truly Unique 4 BR, 2 BA home which was inspired, designed, built and lovingly maintained by its original owner! Exposed structural wooden beams and wood ceilings accent the 1st floor giving the home a hint of cabin inspiration. The dining area features a wall of windows and is open to the kitchen. Just off the kitchen is a spacious and flexible four season room with vaulted ceiling, skylight and lots of windows overlooking a wonderful garden pond complete with fish and frogs. You\ll also find an office/BR#5, full bath and convenient laundry all on the 1st level. The second floor features a skylight at the top of the open stairwell. Here you\ll find 4 bedrooms; one with its own half bath, plus a full bath with a double bowl vanity and lots of cabinet space. The oversized garage is perfect for those buyers looking for extra work space and adjoins a heated 36 x 11 workshop/storage area. There\s a whole house generator and the home\s exterior walls have 12 of insulation and a vapor barrier to keep cold/hot air out depending on the season. The home is situated on a lovely lot, beautifully landscaped with trees, plants and flowers for every season. Up for an adventure? Koser Riverfront Park, North West River Trail and the boat launch are all nearby in Bainbridge! Please note, there is no basement, but plenty of living and storage space!"
ed475eff-59ad-4646-9b6a-d5fd94b623c9,"Quaint bungalow tucked away on the Conoy Creek with exceptional character throughout! Charming from the inside out, this lovely home features a newly remodeled kitchen with white cabinetry, butcher block counters, farmhouse style sink, black pendant lighting, and views of your private yard. The kitchen opens to your very spacious living room with vaulted ceilings, exposed beams, a view of your second-floor loft/bedroom with French doors leading to your wrap around porch. Adorable sitting area with shiplap that leads into your main level master bedroom. Also residing on the first floor is your updated full bathroom accented with a white subway tile bath- styled with black fixtures, over-sized shower head, wood vanity, industrial vanity lights, and a vessel bathroom sink (WOW!)- all tucked behind a beautiful custom barn door. Convenient first floor laundry with custom white cabinets too! An additional bedroom occupies the second floor and is great for out of town guests. The exterior is just as spectacular with the most serene wooded setting, but the perfect front yard cleared and ready for yard games. Lots of places to entertain family and friends with neat seating throughout the property overlooking the calming waters. Escape your busy week with a second home or enjoy this peaceful life every day. Either way, this home is waiting and ready for YOU!"
e51a8f18-ac1f-4a59-bdbc-9b1e24727c14,"Secluded in the quiet city of Bainbridge, this one of a kind, timeless Mediterranean style property is the home of dreams. From fun on the river to romantic sunset views of the Susquehanna, the possibilities with this home are endless. As soon as you step into the home, youre greeted with distinct detailing such as custom crown molding, beautiful tile, and marble flooring. Just off the dining area is a breathtaking porcelain patio that offers awe-inspiring views of the river. Perfect for entertaining family and guests, its the ideal destination for summer parties. An entrance to the lovely lanai can be found on the front patio as well. Enjoy breathtaking views of the river from the comfort of your home! The lanai boasts a stone fireplace, 2 fridge drawers, a built-in tap, and a Charmglow gourmet grill. After a hectic day of work, this is the perfect place to sit back, relax, and take in the views of nature. Adjacent to the lanai is a comforting den with a wet bar and built in tap, cleverly hidden dishwasher, walnut woodwork throughout, and a state of the art entertainment system with lighting controls at the touch of a button. A spacious bedroom can be found through the den, and includes a private bath, as well as a separate access way to the side patio. In the heart of the home is a kitchen that would be any chefs dream. It boasts a six burner gas cooktop, double wall ovens, granite counters, warming drawer, islands, 3 dishwashers, 2 sinks, pot filler, knife drawer, and more! All wood work is cherry in the kitchen. Highlighting the upstairs, is an elegant owners suite that features a balcony, large walk-in closet, a private bath with a jetted tub, Venetian style walk-in shower, double sided fireplace, and dual vanity with make up station. A spacious guest suite can be found on this level as well, and includes a private bath with walk-in shower. Making your way downstairs to the lower level, youll find a spacious family room, half bath, access to the covered patio, as well as an unfinished area thats perfect for storage. Adding to an already spectacular home is an elevator that goes from the lower level, main level, and upstairs as well. This extraordinary home was meticulously planned for nearly 2 years, and with one look inside the house, you can definitely tell. Conveniently located just half an hour from Lancaster, York, and Harrisburg, this property makes commutes a breeze. Words arent enough to describe the mesmerizing views of this home. Schedule a showing today and see it with your own eyes!"
11794070-0da6-428e-b838-f9795c88ae0f,Electrical has been updated throughout the home. The office has been updated with new paint and carpet. Seller is willing to negotiate....Great home that backs up to a local park. Well maintained home in Bainbridge.Great Sunroom for all Seasons. Seller needs to find suitable housing in order to sell this property.
28407172-29ed-4a3a-b74c-27732073fdd4,"Quality construction located in Bainbridge! This beautiful semi detached home is situated on a .24 acre lot, and is awaiting your finishing touches! This plan offers 3 bedrooms, 2.5 bathrooms, 1 car garage, 1,450 square feet, an open concept floor plan, and much more. Dont miss your opportunity to own a brand new home in Elizabethtown school district! Buy both separately deeded units for a perfect investment opportunity! Estimated completion date 8/31/2020. See MLS# PALA166062"
30b08233-a1ce-4814-b36f-a599218d4436,"Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. Well let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the propertys winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
2eb7d0fa-9492-4b36-85ed-e604a06bb60c,"Quality construction located in Bainbridge! This beautiful semi detached home is situated on a .24 acre lot, and is awaiting your finishing touches! This plan offers 3 bedrooms, 2.5 bathrooms, 1 car garage, 1,450 square feet, an open concept floor plan, and much more. Dont miss your opportunity to own a brand new home in Elizabethtown school district! Buy both separately deeded units for a perfect investment opportunity! Estimated completion date 8/31/2020. See MLS #PALA166048"
adacff34-0805-40eb-9263-1a860d3fab36,"Excellent condition and numbers on this 2 unit with 3 car garage in Bainbridge. The Susquehanna river, Koser Park and Lancaster County River Trail are a short walk to the end of the street . Complete remodel 8 years ago. One unit is a 2 bedroom with 1.5 bath, mudroom, large eat-in kitchen, living room, laundry and lower level 15x11 storage. Second unit is a 2-3 bedroom (3rd bedroom in lower level or use as family room) very large eat-in kitchen, mudroom, living room 1.5 bath and laundry room. Each unit has all separate utilities= water, sewer and electric, private trash. Each unit has 3 heating sources -Oil hot water baseboard heat - Heat pump and Electric Hot pack. Each unit has Central Air. Key-less entry both units and garage. 3 car detached garage with own 200 amp electric - 2 garage doors are 9x7 and the 3rd is 10x8. See Documents link for remodel list. Rents are $1,200 +$925 + $325 = $2,450 a month x 12 = $29,400 gross a year. Currently owner pays the following utilities, each unit utilities are billed by municipality separately so tenants upon lease renewal may be changed to tenant paying the utilities. Trash - $711.36, Sewer - $840, Water - $436.20, Insurance - $1,311, total taxes - $3940.26. Nets $22,161.18 a year."
7e86676c-f812-4fce-b41e-795ffcc93a12,"This is a single family home. It is located at 252 Market St Bainbridge, Pennsylvania."
