input,output,score,id_hash
"This home is absolutely stunning and must been seen to appreciate all the upgrades through out this home! This is an upgraded Brentwood Model featuring 10 ceilings on the first floor and many custom upgrades to the floor plan. Beautiful Brazilian cherry hardwood floors great you as you enter the home. Walk into the formal dining room or continue into the custom kitchen & eat in area. A chefs delight the kitchen features upgrade appliances, ample work space & plenty of storage including a pantry. This area features a bar plus a eat in area. The two story family room has tons of natural light, gas fireplace & access to the maintenance free deck. Relax in the first floor master suite with huge walk in closet, luxurious bath with over-sized shower. First floor laundry conveniently located as you walk in from the garage. 2nd floor offers three generous bedrooms with plenty of closet space. Lower level is finished with family room, exercise room or game room plenty of space for a pool table plus a full workshop!! Patio doors to the lower level patio and back yard area. Take a minute to view the virtual tour and view the floor plans, this home has so much to offer for the active family! Covenants exist for approval of not yet 55+ residents, all occupants must be 18 years or older. Schedule a time to see this home today!! Final phase is being built now, you can not rebuild this home for the price!! Relax in the Active 55+ community looking for a low-maintenance lifestyle, walking and biking trails, landscaped common areas, a community clubhouse, and an active calendar of events coordinated by the homeowners make Home Towne Square 55 plus not only a charming neighborhood, but also a wonderful place to settle in near or at retirement. Plus, residents own their land, which means no monthly land lease payments. Located just west of the town of Ephrata, PA in Lancaster County, and only a few blocks off of Route 322, Home Towne Square is convenient to all that the Pennsylvania Dutch country has to offer, with the added benefit of being in a low cost of living area.",Pool Table,0.42006656527519226,43540e48-6740-4b1a-990c-91e5f8f41f0a
"Due to Governor Tom Wolf\s mandate regarding COVID-19, we are currently unable to allow any in-person showings of our listed properties. Contact your agent for more information. Outstanding home located in Watson Run home, 55+ community. Very open floor plan with 9 ceilings, rounded drywall corners, granite counter tops, large windows, a covered rear porch, nice countryside views and more. The home features 3 bedrooms, 2 full bathrooms and a half bath rough-in located in the huge finished basement with egress window and a Bilco door. The home has a roll-in master shower, bathroom grab bars and wide doorways. Watson Run amenities include a club house with a library, weight room, swimming pool, shuffle board, a paved walking/biking path, all snow removal and lawn care.",Whirlpool,0.16379250586032867,3b92c2bf-1e47-4bc3-9fb0-5e08cd3843db
"Just listed! Custom and very well cared for home in the popular 55+ community of Watson Run! A quiet setting located in the heart of Amish farmland in Intercourse PA! This home has everything you will need to accommodate ONE floor living. Youll love all the extra touches that were added and freshly painted as well. Great for entertaining with a formal dining room, hardwood floors, a spacious open kitchen with a sit-up island and breakfast nook area that opens to a lovely living room, cozy gas fireplace plus a bright and warm Sunroom with a vaulted ceiling. Exit the Sunroom and enjoy the deck or take a walk on the community walking trail. 3 total bedrooms, large master with custom finished master bath and large walk-in closet. Lower level has more additional space for storage which including a perfect work shop, plus a partially finished rec room. Very efficient gas furnace and water heater. Enjoy the community clubhouse with outside pool, fitness center, meeting room, pool table and card tables. More pictures to come.",Pool Table,0.3142955005168915,aedc582e-3f0a-43f9-a467-020c38b897a0
"This Gorgeous French Country Manor home on 2.3 partially wooded acres is a rare gem indeed. Located in Lakewood Estates, a private upscale community of only 10 homes on large lots, a stones throw from Chester County, this home backs up to the Octoraro Lake for eternal privacy and a window into nature. This cul de sac community sits in Solanco School district and is served by a Blue Ribbon award winning elementary. Its extremely close proximity to Chester county offers easy access to all points north and south while enjoying the low low taxes Lancaster County offers. The home was built in 2001 and has over 4800 square feet of living space plus over 2000 more square feet you could finish in the walk out basement with 9 ceilings. Extensive landscaping, lighting and hardscaping surround the home and create a resort like retreat. Every detail was done with thought and purpose, with quality and craftsmanship. The stone front is real Pennsylvania fieldstone with Artisan V mortar joints. The wall at the entrance of the drive was built with matching stone. The swimming pool is a diving pool, 8.5 deep, by Fox Pools. The 2 story pool house is a blank canvas inside ready to fulfill your vision, whether a studio or a traditional pool house. There is a 3 car side load garage with one oversized door in case you have a larger vehicle. This home even has a backup generator for power outages and a central vacuum to keep it all clean. Inside the front door of this magnificent home you will find an open main entry foyer with a large brass chandelier, marble tile flooring, and a formal turned staircase that overlooks the foyer. The first floor has 9 ceilings, lots of recessed lighting and millwork throughout, baseboard, chair railing, crown molding, crown door headers and hardwood oak flooring. Everyone loves a great kitchen and this home doesnt miss the mark. The counters are granite, the cabinets are cherry and there is a double wall oven, a large pantry, under cabinet lighting, bar seating at the island and an eat in kitchen nook with French doors to the deck made of Ipe wood with black metal railing to be visually minimal when looking out. Support columns create an open floor plan that connects the kitchen to the great room with cathedral ceilings, large palladian windows, skylights, and a gas fireplace. For larger gatherings, there is a formal dining room, open and bright with columns and tall transom windows to provide plenty of natural light. If you want to spread out the entertaining, there is a formal living room boasting a bay window and special blonde oak inlay in the darker surrounding floor. At the far end of the home is a bonus room. Easily closed off with French doors, it has a gas fireplace, 3 walls of tall transom windows, cathedral ceiling, diagonal oak floor and skylights. It is currently used as an office but could easily be a studio or den. It even has special power outlets. To get to the second floor, you could take the main staircase in the foyer but you could also take the second staircase from the great room to the balcony overlooking the great room. Upstairs you will find 4 bedrooms and 3 full bathrooms. The master bedroom suite has a full bath and a sitting room/nursery. The sitting room with its tray ceiling, overlooks the great room. Two sets of French doors close the sitting room from the hall and the master bedroom. The large master bedroom has 2 walk in closets and the master bath has marble flooring, dual sinks, a seated shower, a privacy toilet area, a jetted spa tub with a palladian window overlooking the back yard and forest. The oversized second bedroom has its own private bath, vaulted ceilings, and a large walk in closet already prepared for a washer and dryer to be connected. The 3rd and 4th bedrooms are both nice sized with generous closets and all 4 bedrooms have recessed lighting and ceiling fans. It is truly an incredible home in a prime location and its ready to make your dreams come true.",Whirlpool,0.3908228278160095,8b33ccc5-963e-4e3c-8c95-f9080f35e6c6
"Sumptuous European Manor House was Built Around Architectural Antiques from a 1900s Era Lancaster City Home. Having Designed Hardwood, Schumacher Carpet & Tile Floors. Featuring Zuber Wallpaper, 10 ft Ceilings, Stain Glass Windows. English Pub Style Bar in Full Finished Basement Also Having Indoor Swim Spa, Sauna and Outdoor Pool. Sitting High on Top of 10 Acres Giving the Best Panoramic View of Lancaster County. This Home is Not to Be Missed. Leola Mailing Address Yet Warwick Schools (Lititz Pa) Location. Please View All Photos, 360 Tour and Videos of This Property. Use your VR HEADSET to Take a Virtual Reality Tour of this home via the 360 Spherical Tour link. Freshened up and Ready to Move In.",Private Pool,0.0915888324379921,e9c74365-0070-40c6-b89a-cf63333382e3
"Large 2500 square foot 2 story with large rooms. Enjoy the upgraded kitchen with stainless steel appliances. The double oven is terrific with a convection and regular oven, the gas stove provides easy to cook with, the newer refrigerator stays along with a 2nd one in the LL basement. Enjoy the family room attached with a cozy, gas fireplace. Sit at your table or gather around the island with the 6 chairs that stay. The formal dining room is just off the kitchen for all those formal dinners or gather in the back 4 season sunroom with lots of windows to enjoy views of the back yard. The front living room is very private, great for a large office, playroom etc. Plus the electric fireplace stays. The over sized 2 car garage is just off the kitchen & room for your workshop area. The lower level has 728 SF and has always been dry. Pool table may stay. The upper level has a unique setup. The front bedroom was 2 bedrooms and combined into one (22 x 13) could easily be converted back. PLUS the sellers added a master suite over the garage in 02 by the original builder Mr Zimmerman. These 2 rooms can also be used as an inlaw quarters ( 2 chairlifts already in place) can be removed., 2 more bedrooms- (floor plan ideas are available) or a master bedroom. Two large full baths in the upper level, plus a full bath on the main level off the hallway- so unique. A must see home with central air & gas heat with hot water radiators for a cozy, economical heat. Please look at utility cost sheet, very reasonable costs for such a large home. Roof added in 2017 along with new gutter guards and downspouts. Great home for a family to spread out with activities with the large rooms.",Whirlpool,0.5856894254684448,4071d596-27f7-493c-a913-964978e3d9ba
"0.49 ACRE CORNER LOT WITH POOL. This house is for entertaining! Fenced in yard with a pristine pool, tiki bar, deck, and long kitchen island. In desired Manheim Township School District in a friendly, quiet neighborhood. 4 bedrooms, 2.5 bath. Large finished basement. Master suite with hardwood floors, master bath, and walk in closet. Two car garage, large pool and utility sheds. Make this your forever dream home. Call 717-201-3261 to see today! *3% commission for buyers agent*",Private Pool,0.8119507431983948,369ff835-a0a8-4410-adfc-80e7bbc9e0ac
"0.49 ACRE CORNER LOT WITH POOL. This house is for entertaining! Fenced in yard with a pristine pool, tiki bar, deck, and long kitchen island. In desired Manheim Township School District in a friendly, quiet neighborhood. 4 bedrooms, 2.5 bath. Large finished basement. Master suite with hardwood floors, master bath, and walk in closet. Two car garage, large pool and utility sheds. Make this your forever dream home. Call 717-201-3261 to see today! *3% commission for buyers agent*",Private Pool,0.8119507431983948,2e574f14-2977-49ee-81e9-d5c906c03fd2
"Welcome home to this amazing property in Lititz! This custom home is situated on 7+ acres in the exclusive community of Millwyck. Nestled in the woods, this property offers all the amenities you could ask for, plus a serene, private setting with wildlife, plenty of indoor space and room to recreate in the outdoors with an awesome private pool and outdoor living area. With 4,974 square feet of living area in the main house and over 1,100 square feet finished in the basement, some of the features of this custom home include a large custom kitchen with GE Monogram refrigerator and freezer, 6-burner range, custom cabinetry with Corian and granite tops. The formal dining room with a wood-burning fireplace, custom trim and hardwood floors is the perfect place to enjoy a meal with family and friends. Between the kitchen and dining room is a butlers pantry and half-bath featuring a stained glass window and custom paint. Situated just off the kitchen is a large dining area which leads to the family/living room that has many features, including a wood-burning fireplace, crown molding, coffered ceiling and chair rail. This room leads to the sunroom with a cathedral ceiling, french doors and custom windows. The screened porch, with entrances from the kitchen/dining area and also from the sunroom, is the perfect place to enjoy your morning cup of coffee and listen to the sounds of nature. This area will lead you to the phenomenal outdoor living area and private saltwater pool with custom landscaping. A waterfall and other custom features completes this area to make it the perfect place to relax and enjoy life. On the 2nd floor you will find a stellar private master bedroom suite including a wood burning fireplace, master bath with a tile walk-in shower and glass doors, soaking tub, private toilet room and 2 sinks with granite tops. A huge custom walk-in closet is ready for you. Bedroom 2 features a guest suite with walk-in closet and full bath, plus 2 additional spacious bedrooms and a 3rd full bathroom. The full basement features custom woodwork, bar, 1200 bottle capacity wine cellar with a cooling system, 2 storage areas and back stairs to the garage. Other features of this home include 9 ceilings and radiant floor heat on both floors, 8 tall doors and custom moldings, large laundry room with stainless steel sink and cabinetry, back stairway to the 2nd floor, 3 car garage and a detached 3 car garage with a full unfinished 2nd floor and much more! Schedule your showing to see this home today!",Private Pool,0.8004353046417236,f303a8fa-f620-4949-8e91-8882868c96ca
"Welcome home to this amazing property in Lititz! This custom home is situated on 7+ acres in the exclusive community of Millwyck. Nestled in the woods, this property offers all the amenities you could ask for, plus a serene, private setting with wildlife, plenty of indoor space and room to recreate in the outdoors with an awesome private pool and outdoor living area. With 4,974 square feet of living area in the main house and over 1,100 square feet finished in the basement, some of the features of this custom home include a large custom kitchen with GE Monogram refrigerator and freezer, 6-burner range, custom cabinetry with Corian and granite tops. The formal dining room with a wood-burning fireplace, custom trim and hardwood floors is the perfect place to enjoy a meal with family and friends. Between the kitchen and dining room is a butlers pantry and half-bath featuring a stained glass window and custom paint. Situated just off the kitchen is a large dining area which leads to the family/living room that has many features, including a wood-burning fireplace, crown molding, coffered ceiling and chair rail. This room leads to the sunroom with a cathedral ceiling, french doors and custom windows. The screened porch, with entrances from the kitchen/dining area and also from the sunroom, is the perfect place to enjoy your morning cup of coffee and listen to the sounds of nature. This area will lead you to the phenomenal outdoor living area and private saltwater pool with custom landscaping. A waterfall and other custom features completes this area to make it the perfect place to relax and enjoy life. On the 2nd floor you will find a stellar private master bedroom suite including a wood burning fireplace, master bath with a tile walk-in shower and glass doors, soaking tub, private toilet room and 2 sinks with granite tops. A huge custom walk-in closet is ready for you. Bedroom 2 features a guest suite with walk-in closet and full bath, plus 2 additional spacious bedrooms and a 3rd full bathroom. The full basement features custom woodwork, bar, 1200 bottle capacity wine cellar with a cooling system, 2 storage areas and back stairs to the garage. Other features of this home include 9 ceilings and radiant floor heat on both floors, 8 tall doors and custom moldings, large laundry room with stainless steel sink and cabinetry, back stairway to the 2nd floor, 3 car garage and a detached 3 car garage with a full unfinished 2nd floor and much more! Schedule your showing to see this home today!",Private Pool,0.8004353046417236,ccdc6a6d-ffd3-406d-bd83-ce6a5da4ca06
"Located in the prestigious Manheim Township Stonehenge development, this 5-bedroom, 2.5 bath two-story home boasts nearly 5000 square feet of living space on a large, professionally landscaped and well maintained 1-acre+ lot with mature trees and shrubbery. Walking in from the front porch, you will feel immediate livability with formal living room and dining rooms, crown molding, wainscoting, chair rails and tiled foyer. The spacious first floor eat-in kitchen features an oversized center island, cherry cabinets, built in pantry, decor appliances, desk, and patio entrance to a large rear deck. Just off the kitchen is a large family room with wet bar, a wall of cherry bookcases, gas fireplace, and patio door entrance to the 3 seasons room. Moving down to the finished lower level, another bar with refrigerator can be found in addition to a large pool table room, indoor office, workout space, wine room, and living room with cable and WIFI connections. The second floor is home to a sizeable owners suite with sitting room, walk in closets and private bath with jetted tub, walk-in shower, dual vanity, and cherry linen cupboards. There are 4 additional bedrooms, all with access to the family bath with dual vanity. One potential bathroom is used as a study with hardwood flooring, crown molding, wainscoting and a beautiful view of the property grounds. Another large bedroom features a built-in super single bed, drawers and cabinets, large closets, and laminate wood flooring. This home is located just minutes from The Shoppes at Belmont, Historic Downtown Lancaster, Park City Mall, Lititz, and Routes 283 and 30, making commutes to Harrisburg and York a breeze. See this beautiful home for yourself today!",Pool Table,0.6152234077453613,292a7821-c6b4-4f8e-8d50-ef9ad5a4ad1f
"Located in the prestigious Manheim Township Stonehenge development, this 5-bedroom, 2.5 bath two-story home boasts nearly 5000 square feet of living space on a large, professionally landscaped and well maintained 1-acre+ lot with mature trees and shrubbery. Walking in from the front porch, you will feel immediate livability with formal living room and dining rooms, crown molding, wainscoting, chair rails and tiled foyer. The spacious first floor eat-in kitchen features an oversized center island, cherry cabinets, built in pantry, decor appliances, desk, and patio entrance to a large rear deck. Just off the kitchen is a large family room with wet bar, a wall of cherry bookcases, gas fireplace, and patio door entrance to the 3 seasons room. Moving down to the finished lower level, another bar with refrigerator can be found in addition to a large pool table room, indoor office, workout space, wine room, and living room with cable and WIFI connections. The second floor is home to a sizeable owners suite with sitting room, walk in closets and private bath with jetted tub, walk-in shower, dual vanity, and cherry linen cupboards. There are 4 additional bedrooms, all with access to the family bath with dual vanity. One potential bathroom is used as a study with hardwood flooring, crown molding, wainscoting and a beautiful view of the property grounds. Another large bedroom features a built-in super single bed, drawers and cabinets, large closets, and laminate wood flooring. This home is located just minutes from The Shoppes at Belmont, Historic Downtown Lancaster, Park City Mall, Lititz, and Routes 283 and 30, making commutes to Harrisburg and York a breeze. See this beautiful home for yourself today!",Pool Table,0.6152234077453613,7fa0f6ec-513a-4196-a1be-c6150146d50e
"Live Better - Sooner - at Traditions of America at Lititz 55+ Resort Lifestyle community. This quick move-in Lincoln is the FINAL home in this award-winning community. Enjoy a premium location just steps from the National award-winning Clubhouse with sports bar, fitness, outdoor pool, tennis and more. A columned, wrap around porch creates a distinct first impression. This grand home impresses with soaring 10+ and volume ceilings throughout. Natural light cascades into the Master Bedroom with spacious walk-in closet & en suite Master Bath. Second bedroom & full bath are tucked away from main living areas, creating a private guest retreat. You still have time to create your DreamHome and save $15,000 on your preferred Designer Finishes! Say goodbye to mowing & shoveling and hello to your new lifestyle.",Community Pool,0.05609719082713127,529dd2e8-0428-4cd8-9ece-a54c1db4ff77
"4 Bedroom Beauty in MC Schools! Beautifully maintained 4 bedroom, 2-Story, 2,196 SF, plus 500 SF in finished lower level. *Pool table in lower level included with sale. Located between Lititz and Manheim. Call now to see! Offered at $339,900!",Pool Table,0.939642608165741,61f284a3-fde1-4931-8b0e-8b14703150dc
"4 Bedroom Beauty in MC Schools! Beautifully maintained 4 bedroom, 2-Story, 2,196 SF, plus 500 SF in finished lower level. *Pool table in lower level included with sale. Located between Lititz and Manheim. Call now to see! Offered at $339,900!",Pool Table,0.939642608165741,6563367e-31b9-49ac-857d-70133e06b4f3
"CALL OFFICIAL LISTING AGENT - MARY SUE WOLF @ 717-333-9653 -This home is a must see! With this much curb appeal, you wont be able to wait to personally visit! Full of upgrades and just steps away from Bent Creek Country Club gated community amenities. 2 Flagstone patios offer you a choice of a lush private garden patio or a fabulous side yard patio with views of the approach of the 9th hole course designed by Jay Morris. Open floor plan concept makes entertaining effortless. The soothing paint tones, extra wide grand stair case and vaulted ceilings offer endless natural light. This pristine white kitchen cabinets with granite counters show off the Homer Wood Hickory hard toned wood floors. New stainless steel appliances, farm sink & extra side sink offer terrific additional work space. The rich hickory built-ins in the main floor office with decorative Armstrong tin roof are a perfect, quiet work space. The open floor plan with spacious family room & kitchen/eating area is a hole-in-one! The upstairs master suite with its own sitting area and 2nd wood burning fireplace off the perfect place to relax while enjoying sweeping golf course views. The double vanity master bath, walk in shower with heated tile floor is a must! Two spacious bedrooms share an oversized hall bath and the 4th bedroom is ensuite. All bedrooms have walk in closets. The back staircase is the perfect access to the laundry room/garage and family room-keeping the grand staircase clutter free. Perfect for all ages. The lower level is open space entertaining-a bonus. Includes a 1/2 bath and full kitchen, gym, ping pong & billiards, abundance of storage plus endless daylight with the double egress window and garden. Bent Creek has it all-and a social neighborhood (if you choose). The club membership is optional-including tennis, fitness center, dining, and social events. Even an Olympic sized swimming pool with early a.m. lap swim. You will quickly appreciate the peacefulness too. Its more than just a neighborhood-Its a lifestyle! Some special included items: Outside sprinkler, Invisible dog fence, water treatment system, security system, crown molding & wainscoting, house alarm, Casement windows. Interior Features: 2-Story entry /foyer, Breakfast area, Formal separate Dining & Living rooms,Spacious Gourmet Eat-in Kitchen with granite oversized island, Dual stairwells, 2-woodburning fireplace, Main floor laundry & dog bath sink, climate controlled/oversized 3-car garage, finished lower level with 1/2 bath, full kitchen, double egress windows, outdoor illumination lighting, and abundance of storage.",Whirlpool,0.4490978419780731,2ac10b6c-b3da-4232-aba8-04d1245d55b9
