,label,confidence,link
21,neoclassical__greek_revival,0.9768247008323669,https://photos.zillowstatic.com/p_h/ISvws81i55m88s1000000000.jpg
22,colonial,0.9999996423721313,https://photos.zillowstatic.com/p_h/ISzrvau0avbh3i1000000000.jpg
23,craftsman,0.9974902868270874,https://photos.zillowstatic.com/p_h/IS7avcsuo8q7eo0000000000.jpg
24,oriental,0.5127923488616943,https://photos.zillowstatic.com/p_h/ISuws0vredthav1000000000.jpg
25,neoclassical__greek_revival,0.9902791380882263,https://photos.zillowstatic.com/p_h/IS3jro4i1jyoze1000000000.jpg
26,craftsman,0.9999970197677612,https://photos.zillowstatic.com/p_h/IS729qd4l9ttlt0000000000.jpg
27,ranch,0.9996978044509888,https://photos.zillowstatic.com/p_h/IS76cv6m11gkxf1000000000.jpg
28,ranch,0.9988454580307007,https://photos.zillowstatic.com/p_h/ISf8byg8e0dcpn0000000000.jpg
29,craftsman,1.0,https://photos.zillowstatic.com/p_h/IS7afk3kc6d02x0000000000.jpg
30,contemporary,0.9923902153968811,https://photos.zillowstatic.com/p_h/ISvgoy1j4vpr9c0000000000.jpg
31,victorian,0.8141526579856873,https://photos.zillowstatic.com/p_h/ISjfjsotw25tx51000000000.jpg
32,craftsman,0.9998373985290527,https://photos.zillowstatic.com/p_h/ISrl9f7uo01kns1000000000.jpg
33,colonial,0.7787705063819885,https://photos.zillowstatic.com/p_h/ISzrz9c9d1b00x0000000000.jpg
34,farmhouse,0.811659038066864,https://photos.zillowstatic.com/p_h/ISz74oqirnqpga0000000000.jpg
35,ranch,0.2875228226184845,https://photos.zillowstatic.com/p_h/IS76cr7022qz8h0000000000.jpg
36,craftsman,0.9952757358551025,https://photos.zillowstatic.com/p_h/ISjfbugi5cqyfl1000000000.jpg
37,farmhouse,0.999967098236084,https://photos.zillowstatic.com/p_h/ISnycjhhebiwjo1000000000.jpg
38,pueblo_revival,0.807266891002655,https://photos.zillowstatic.com/p_h/IS7yh2mgqel51n1000000000.jpg
39,cape_cod,0.7334403395652771,https://photos.zillowstatic.com/p_h/ISfkcnmmn2au9m0000000000.jpg
40,farmhouse,0.9348268508911133,https://photos.zillowstatic.com/p_h/ISnehhj2h9zvqn0000000000.jpg
41,ranch,0.998674750328064,https://photos.zillowstatic.com/p_h/ISrlh12b694gm61000000000.jpg
42,cape_cod,0.9999947547912598,https://photos.zillowstatic.com/p_h/ISrh2ffdkb45790000000000.jpg
43,pueblo_revival,0.8421475887298584,https://photos.zillowstatic.com/p_h/ISnycbnwznvimj1000000000.jpg
44,contemporary,0.28318649530410767,https://photos.zillowstatic.com/p_h/IS7mcabhpxv1db0000000000.jpg
45,craftsman,0.512626588344574,https://photos.zillowstatic.com/p_h/IS3zr3p1bfq1vd1000000000.jpg
46,craftsman,0.9975594282150269,https://photos.zillowstatic.com/p_h/ISrtbqzrnsff4r1000000000.jpg
47,cape_cod,0.9991023540496826,https://photos.zillowstatic.com/p_h/ISjfbijcx3og840000000000.jpg
48,farmhouse,0.38694673776626587,https://photos.zillowstatic.com/p_h/ISfc6xrhsfcsp70000000000.jpg
49,cape_cod,0.998865008354187,https://photos.zillowstatic.com/p_h/ISnaatsi49db270000000000.jpg
50,farmhouse,0.3654583990573883,https://photos.zillowstatic.com/p_h/ISb5mxjnui86ok1000000000.jpg
51,farmhouse,0.5240830779075623,https://photos.zillowstatic.com/p_h/ISvw4y4jkx7x540000000000.jpg
52,mediterranean__spanish,0.9652026295661926,https://photos.zillowstatic.com/p_h/ISne9v81hcrxvh0000000000.jpg
53,ranch,0.9988521337509155,https://photos.zillowstatic.com/p_h/IS3fob9drirvkd1000000000.jpg
54,colonial,0.41782474517822266,https://photos.zillowstatic.com/p_h/ISj79r6syzuwx30000000000.jpg
55,contemporary,0.24890762567520142,https://photos.zillowstatic.com/p_h/ISfojfg7umza2u0000000000.jpg
56,colonial,0.41782474517822266,https://photos.zillowstatic.com/p_h/ISrdb3py283ux30000000000.jpg
57,farmhouse,0.987928569316864,https://photos.zillowstatic.com/p_h/IS3fgt972v6p220000000000.jpg
58,pueblo_revival,0.5371730923652649,https://maps.googleapis.com/maps/api/streetview?location=252+Market+St%2C+Bainbridge%2C+PA+17502&size=550x413&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=shnqfKn-cQiHnB9dEHkt0wrjmUA=
59,cape_cod,0.9608302116394043,https://photos.zillowstatic.com/p_h/ISfc26k648tyxq1000000000.jpg
60,pueblo_revival,0.5654594302177429,https://photos.zillowstatic.com/p_h/ISzj1arrdzng570000000000.jpg
61,neoclassical__greek_revival,0.9999651908874512,https://photos.zillowstatic.com/p_h/ISvs5000ajedjb0000000000.jpg
62,colonial,0.9803104996681213,https://photos.zillowstatic.com/p_h/ISfsaftv49rlou1000000000.jpg
63,ranch,0.7389639019966125,https://photos.zillowstatic.com/p_h/IS7641e5jmbq280000000000.jpg
64,farmhouse,0.999652624130249,https://photos.zillowstatic.com/p_h/ISvoi3wjzomnd00000000000.jpg
65,pueblo_revival,0.6186466813087463,https://photos.zillowstatic.com/p_h/IS76kt6jcb56kx1000000000.jpg
66,farmhouse,0.9989808201789856,https://photos.zillowstatic.com/p_h/ISz3x7e3qchqk81000000000.jpg
67,ranch,0.272970974445343,https://photos.zillowstatic.com/p_h/ISf0dirkiej2c41000000000.jpg
68,ranch,0.23160916566848755,https://photos.zillowstatic.com/p_h/ISblu2mcjb74od1000000000.jpg
69,pueblo_revival,0.2182786613702774,https://photos.zillowstatic.com/p_h/ISnissivhjl2e41000000000.jpg
70,ranch,0.5342363715171814,https://photos.zillowstatic.com/p_h/ISr904nrug0c7d1000000000.jpg
71,farmhouse,0.9975101947784424,https://photos.zillowstatic.com/p_h/ISf4gbfye5nxzr0000000000.jpg
72,craftsman,0.9179616570472717,https://photos.zillowstatic.com/p_h/ISfw9d6psygcqv1000000000.jpg
73,ranch,0.3434777557849884,https://photos.zillowstatic.com/p_h/ISnqujji6kc8v60000000000.jpg
74,ranch,0.7800331711769104,https://photos.zillowstatic.com/p_h/ISj7xl206tlup10000000000.jpg
75,tudor,0.9824494123458862,https://photos.zillowstatic.com/p_h/ISb1njutd329qk1000000000.jpg
76,mediterranean__spanish,0.5882867574691772,https://photos.zillowstatic.com/p_h/IS7q71o28hwc6b0000000000.jpg
77,contemporary,0.3136442303657532,https://photos.zillowstatic.com/p_h/ISvwcw8rq8rkpi1000000000.jpg
78,pueblo_revival,0.99819415807724,https://photos.zillowstatic.com/p_h/ISfof0e45e3w191000000000.jpg
79,contemporary,0.7214561700820923,https://photos.zillowstatic.com/p_h/ISvs5c9zwlz9v01000000000.jpg
80,cape_cod,0.7624950408935547,https://photos.zillowstatic.com/p_h/ISznsdfvydy6yf0000000000.jpg
81,italianate,0.998551070690155,https://photos.zillowstatic.com/p_h/ISjbodp28xh2t61000000000.jpg
82,pueblo_revival,0.609309196472168,https://photos.zillowstatic.com/p_h/ISjb85s2eiapic0000000000.jpg
83,cape_cod,0.9288409948348999,https://photos.zillowstatic.com/p_h/ISrp8pde2vwftg1000000000.jpg
84,ranch,0.9999985694885254,https://photos.zillowstatic.com/p_h/ISz35q1g43ef7b1000000000.jpg
85,colonial,0.9977933168411255,https://photos.zillowstatic.com/p_h/ISrt7n64mbvjzu1000000000.jpg
86,ranch,0.9991946816444397,https://photos.zillowstatic.com/p_h/ISzvath8hzvuoc1000000000.jpg
87,cape_cod,0.9997771382331848,https://photos.zillowstatic.com/p_h/ISjnlvus73yg5x0000000000.jpg
88,ranch,0.9605263471603394,https://photos.zillowstatic.com/p_h/ISn2sxxgfo47rq1000000000.jpg
89,craftsman,0.9956426620483398,https://photos.zillowstatic.com/p_h/ISj7hxklaem7191000000000.jpg
90,italianate,0.9589143991470337,https://photos.zillowstatic.com/p_h/ISblyxctzi0ibq0000000000.jpg
91,cape_cod,0.7189990878105164,https://photos.zillowstatic.com/p_h/ISvw4yk7qqq4911000000000.jpg
92,italianate,0.9981673955917358,https://photos.zillowstatic.com/p_h/ISfg9qr4s4cvpf1000000000.jpg
93,ranch,0.9424725770950317,https://photos.zillowstatic.com/p_h/ISzfaykclgjr890000000000.jpg
94,italianate,0.9982300400733948,https://photos.zillowstatic.com/p_h/ISzfa67vg9xx101000000000.jpg
95,pueblo_revival,0.9968650937080383,https://photos.zillowstatic.com/p_h/ISvoibaou7s7jo0000000000.jpg
96,italianate,0.7240146994590759,https://photos.zillowstatic.com/p_h/IS7uqq3w1ygstu0000000000.jpg
97,mediterranean__spanish,0.9798604846000671,https://photos.zillowstatic.com/p_h/ISniodknzd08lm1000000000.jpg
98,italianate,0.9808394908905029,https://photos.zillowstatic.com/p_h/ISvg0gjl34oixd0000000000.jpg
99,colonial,0.9999842643737793,https://photos.zillowstatic.com/p_h/ISfwxfcmc577zi1000000000.jpg
100,colonial,0.6758034825325012,https://photos.zillowstatic.com/p_h/ISjff5omvybogj1000000000.jpg
101,colonial,0.7812952995300293,https://maps.googleapis.com/maps/api/streetview?location=353+Poplar+St%2C+Columbia%2C+PA+17512&size=550x413&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=2a5fXVYgCdNrj0UKf5TBHgalzpg=
102,pueblo_revival,0.9502066969871521,https://photos.zillowstatic.com/p_h/ISzveowzd18djt0000000000.jpg
103,contemporary,0.988280177116394,https://photos.zillowstatic.com/p_h/ISv0sqlmygcw861000000000.jpg
104,pueblo_revival,0.9624150395393372,https://photos.zillowstatic.com/p_h/IS3nmf56i564k00000000000.jpg
105,italianate,0.5689199566841125,https://photos.zillowstatic.com/p_h/ISjbs0ap61o74m1000000000.jpg
106,pueblo_revival,0.5644538402557373,https://photos.zillowstatic.com/p_h/ISv4v7sayrh20c1000000000.jpg
107,ranch,0.1643250733613968,https://photos.zillowstatic.com/p_h/ISniky9usbvmwn0000000000.jpg
108,pueblo_revival,0.49138641357421875,https://maps.googleapis.com/maps/api/streetview?location=504+Kinderhook+Rd%2C+Columbia%2C+PA+17512&size=550x413&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=RnxXAYk6QIQfxF50ayLqV90874Y=
109,pueblo_revival,0.6256890892982483,https://photos.zillowstatic.com/p_h/ISz7w5z2499mi90000000000.jpg
110,pueblo_revival,0.8040502667427063,https://photos.zillowstatic.com/p_h/IS37y55r9fvmk21000000000.jpg
111,pueblo_revival,0.7375858426094055,https://photos.zillowstatic.com/p_h/ISnmzko9z42aew1000000000.jpg
112,victorian,0.9941180944442749,https://photos.zillowstatic.com/p_h/ISjrc3urzrtmrh0000000000.jpg
113,farmhouse,0.9969162940979004,https://photos.zillowstatic.com/p_h/ISfkgmkvp24p5x1000000000.jpg
114,prairie,0.3664713203907013,https://photos.zillowstatic.com/p_h/ISzj5t46yju0rc0000000000.jpg
115,ranch,0.9999953508377075,https://photos.zillowstatic.com/p_h/IS3nygevgxceg21000000000.jpg
116,craftsman,0.968696117401123,https://photos.zillowstatic.com/p_h/ISbtc2w8tt7xo21000000000.jpg
117,neoclassical__greek_revival,0.9624654054641724,https://photos.zillowstatic.com/p_h/ISvkv68o3s265f0000000000.jpg
118,cape_cod,0.9729745388031006,https://photos.zillowstatic.com/p_h/ISjbohwudn07k00000000000.jpg
119,pueblo_revival,0.6174125671386719,https://photos.zillowstatic.com/p_h/ISvgwojo3rux620000000000.jpg
120,prairie,0.3705174922943115,https://photos.zillowstatic.com/p_h/ISvwopru457qa80000000000.jpg
121,pueblo_revival,0.22702467441558838,https://photos.zillowstatic.com/p_h/IS2nuxsehl6fqb1000000000.jpg
122,pueblo_revival,0.7249667644500732,https://photos.zillowstatic.com/p_h/ISfsixg8ncnlyt0000000000.jpg
123,pueblo_revival,0.8907001614570618,https://photos.zillowstatic.com/p_h/IS2fw5ii3hva5s0000000000.jpg
124,pueblo_revival,0.29527270793914795,https://photos.zillowstatic.com/p_h/ISvouoopzkherh0000000000.jpg
125,pueblo_revival,0.3071456253528595,https://photos.zillowstatic.com/p_h/ISn6bnd62fy1o61000000000.jpg
126,craftsman,0.9997003078460693,https://photos.zillowstatic.com/p_h/ISrdjtihwv5cab0000000000.jpg
127,craftsman,0.9996947050094604,https://photos.zillowstatic.com/p_h/ISbph70iuxltne0000000000.jpg
128,craftsman,0.9996947050094604,https://photos.zillowstatic.com/p_h/ISv0kwgsp9s2hf0000000000.jpg
129,pueblo_revival,0.6224052906036377,https://photos.zillowstatic.com/p_h/ISek4tdtogsqhr0000000000.jpg
130,pueblo_revival,0.44686010479927063,https://maps.googleapis.com/maps/api/streetview?location=22+Egret+Cir%2C+Denver%2C+PA+17517&size=550x413&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=p1qsnqm-dQtONGovVCh929uipxc=
131,colonial,0.6173335909843445,https://photos.zillowstatic.com/p_h/ISfsavtmin9sy90000000000.jpg
132,ranch,0.982404887676239,https://photos.zillowstatic.com/p_h/IS7arlo2edk3yp1000000000.jpg
133,colonial,0.9998284578323364,https://photos.zillowstatic.com/p_h/ISbxbcaf1pc0vr0000000000.jpg
134,farmhouse,0.7965356111526489,https://photos.zillowstatic.com/p_h/ISvc5xs2wyfmuc1000000000.jpg
135,pueblo_revival,0.3895070254802704,https://photos.zillowstatic.com/p_h/IS7arx1x7hzy0e1000000000.jpg
136,italianate,0.9825349450111389,https://photos.zillowstatic.com/p_h/ISnqiu7vgegnmo1000000000.jpg
137,contemporary,0.9871341586112976,https://photos.zillowstatic.com/p_h/ISbx3mwc3jwuze0000000000.jpg
138,farmhouse,0.7650189995765686,https://photos.zillowstatic.com/p_h/IS76wyeuq8nuor0000000000.jpg
139,cape_cod,0.8447936177253723,https://photos.zillowstatic.com/p_h/IS760q6pbs91ld1000000000.jpg
140,colonial,0.7125799655914307,https://photos.zillowstatic.com/p_h/IS7anuolyyjpqp0000000000.jpg
141,colonial,0.6446208357810974,https://photos.zillowstatic.com/p_h/ISzbb47hyclz0p1000000000.jpg
142,colonial,0.9919735193252563,https://photos.zillowstatic.com/p_h/ISr59soau4d21p1000000000.jpg
143,ranch,0.6435757875442505,https://photos.zillowstatic.com/p_h/IS76oo9pgnxbyp0000000000.jpg
144,ranch,0.8141980767250061,https://photos.zillowstatic.com/p_h/ISrxymv1wg89r70000000000.jpg
145,craftsman,0.9120835065841675,https://photos.zillowstatic.com/p_h/ISrxi6o8qi3vqp0000000000.jpg
146,colonial,0.9843441247940063,https://photos.zillowstatic.com/p_h/ISfgp67s27smqp0000000000.jpg
147,colonial,0.8125415444374084,https://photos.zillowstatic.com/p_h/ISr98y37cgzfto1000000000.jpg
148,craftsman,0.9999779462814331,https://photos.zillowstatic.com/p_h/ISj36ml088rito1000000000.jpg
149,craftsman,0.9999743700027466,https://photos.zillowstatic.com/p_h/IS3b95zfasahsp0000000000.jpg
150,craftsman,0.9999256134033203,https://photos.zillowstatic.com/p_h/ISjz6g64qw451p1000000000.jpg
151,colonial,1.0,https://photos.zillowstatic.com/p_h/IS72puvhcyhut41000000000.jpg
152,craftsman,0.9991809725761414,https://photos.zillowstatic.com/p_h/ISjfru7wjsl6800000000000.jpg
153,colonial,0.9998617172241211,https://photos.zillowstatic.com/p_h/ISbt44oxlow71p1000000000.jpg
154,colonial,0.9998747110366821,https://photos.zillowstatic.com/p_h/ISz3li6fuqbsqp0000000000.jpg
155,colonial,0.9252443909645081,https://photos.zillowstatic.com/p_h/ISr9cxddopzy461000000000.jpg
156,colonial,0.9111403822898865,https://photos.zillowstatic.com/p_h/ISn6rzd72tnp2a0000000000.jpg
157,craftsman,0.9999998807907104,https://photos.zillowstatic.com/p_h/IS3n2s5rhgoa1p1000000000.jpg
158,craftsman,0.9999935626983643,https://photos.zillowstatic.com/p_h/ISv47tg96k2ksp0000000000.jpg
159,colonial,0.8125415444374084,https://photos.zillowstatic.com/p_h/ISrx6thpc3yt241000000000.jpg
160,craftsman,0.979528546333313,https://photos.zillowstatic.com/p_h/ISfc6xrp6u4ip31000000000.jpg
161,craftsman,0.9999576807022095,https://photos.zillowstatic.com/p_h/IS37ar53c9v4bo0000000000.jpg
162,pueblo_revival,0.6515930891036987,https://photos.zillowstatic.com/p_h/ISbdk5bj70umox1000000000.jpg
163,pueblo_revival,0.5790216326713562,https://photos.zillowstatic.com/p_h/ISny02k6yihxvr0000000000.jpg
164,pueblo_revival,0.6515930891036987,https://photos.zillowstatic.com/p_h/ISv8y86it2rfn80000000000.jpg
165,farmhouse,0.827379584312439,https://photos.zillowstatic.com/p_h/IS3blaj8a7qsr70000000000.jpg
166,pueblo_revival,0.9266216158866882,https://photos.zillowstatic.com/p_h/ISbpplsfduscdw1000000000.jpg
167,craftsman,0.9925644993782043,https://photos.zillowstatic.com/p_h/ISblmkmmm6ye0y1000000000.jpg
168,craftsman,0.9999897480010986,https://photos.zillowstatic.com/p_h/IS37uehnsx5xz41000000000.jpg
169,craftsman,0.9999655485153198,https://photos.zillowstatic.com/p_h/ISf8b67q76kuu10000000000.jpg
170,colonial,0.9464739561080933,https://photos.zillowstatic.com/p_h/IS3f0ht5z1e5x41000000000.jpg
171,craftsman,0.9976697564125061,https://photos.zillowstatic.com/p_h/ISrx6hcpbq2xw41000000000.jpg
172,craftsman,0.998721182346344,https://photos.zillowstatic.com/p_h/ISbl2tbc3am2x41000000000.jpg
173,craftsman,0.9955774545669556,https://photos.zillowstatic.com/p_h/ISnics76pkvzx41000000000.jpg
174,mediterranean__spanish,0.6340770125389099,https://photos.zillowstatic.com/p_h/IS3j3uws8i3qdd1000000000.jpg
175,craftsman,0.9752849340438843,https://photos.zillowstatic.com/p_h/ISbtsqlhp9p5da1000000000.jpg
176,colonial,0.9364495277404785,https://photos.zillowstatic.com/p_h/IS7mo3m6f3duy41000000000.jpg
177,craftsman,0.9993603825569153,https://photos.zillowstatic.com/p_h/ISv8y4bzut58x41000000000.jpg
178,craftsman,0.9619255065917969,https://photos.zillowstatic.com/p_h/IS3ne97hg8ix3k0000000000.jpg
179,craftsman,0.999946117401123,https://photos.zillowstatic.com/p_h/ISjr45ui7iuzw41000000000.jpg
180,craftsman,0.9999998807907104,https://photos.zillowstatic.com/p_h/ISn2wsssqlxax41000000000.jpg
181,log,0.9999876022338867,https://photos.zillowstatic.com/p_h/ISjnd90c2miumh1000000000.jpg
182,pueblo_revival,0.9998111128807068,https://photos.zillowstatic.com/p_h/ISj7hxw2wr0p7i1000000000.jpg
183,pueblo_revival,0.9981107711791992,https://photos.zillowstatic.com/p_h/ISny063ob3rvbj1000000000.jpg
184,pueblo_revival,0.9999788999557495,https://photos.zillowstatic.com/p_h/ISzz9b6g3fld5x0000000000.jpg
185,pueblo_revival,0.9999538660049438,https://photos.zillowstatic.com/p_h/ISv8u98lwiy4pe0000000000.jpg
186,pueblo_revival,0.9975634813308716,https://photos.zillowstatic.com/p_h/ISrtbumkw7whbj1000000000.jpg
187,pueblo_revival,0.9992734789848328,https://photos.zillowstatic.com/p_h/IS7qnxfm8gpg7i1000000000.jpg
188,pueblo_revival,0.9753305315971375,https://photos.zillowstatic.com/p_h/ISb9lr1a58j0tn1000000000.jpg
189,pueblo_revival,0.9999997615814209,https://photos.zillowstatic.com/p_h/ISbxzmu00bmlqe0000000000.jpg
190,pueblo_revival,0.9993979930877686,https://photos.zillowstatic.com/p_h/ISzzd65r0g4fbj1000000000.jpg
191,pueblo_revival,0.9999992847442627,https://photos.zillowstatic.com/p_h/ISnycnw3pnz4qe0000000000.jpg
192,pueblo_revival,0.9992208480834961,https://photos.zillowstatic.com/p_h/IS3b5u31kj7qbj1000000000.jpg
193,pueblo_revival,0.9988977909088135,https://photos.zillowstatic.com/p_h/ISfkcf0kobmbtn1000000000.jpg
194,pueblo_revival,0.9960743188858032,https://photos.zillowstatic.com/p_h/ISv43ilufbzsbj1000000000.jpg
195,pueblo_revival,0.9933127760887146,https://photos.zillowstatic.com/p_h/ISnqeriqsju8tn1000000000.jpg
196,pueblo_revival,0.9955822825431824,https://photos.zillowstatic.com/p_h/ISjfn3kg9grxsn1000000000.jpg
197,pueblo_revival,0.9999110698699951,https://photos.zillowstatic.com/p_h/ISj32zc74juiqe0000000000.jpg
198,pueblo_revival,0.9996854066848755,https://photos.zillowstatic.com/p_h/ISr94bvd8r2gqe0000000000.jpg
199,pueblo_revival,0.999925971031189,https://photos.zillowstatic.com/p_h/ISvwg31xwr26tn1000000000.jpg
200,pueblo_revival,0.9999617338180542,https://photos.zillowstatic.com/p_h/ISj3qhjrqyl9cj1000000000.jpg
201,pueblo_revival,0.9998359680175781,https://photos.zillowstatic.com/p_h/ISzfu5k4ze24cj1000000000.jpg
202,pueblo_revival,0.9983750581741333,https://photos.zillowstatic.com/p_h/ISfsytkh7viybj1000000000.jpg
203,pueblo_revival,0.9911173582077026,https://photos.zillowstatic.com/p_h/ISr9st1yu6u6cj1000000000.jpg
204,pueblo_revival,0.9995129108428955,https://photos.zillowstatic.com/p_h/IS3rltieii5fcj1000000000.jpg
205,pueblo_revival,0.9897199273109436,https://photos.zillowstatic.com/p_h/ISzf6ndkczadqe0000000000.jpg
206,pueblo_revival,0.9998811483383179,https://photos.zillowstatic.com/p_h/ISzjllxf48hj7i1000000000.jpg
207,pueblo_revival,0.9999415874481201,https://photos.zillowstatic.com/p_h/ISbxn51lmqdccj1000000000.jpg
208,pueblo_revival,0.9999978542327881,https://photos.zillowstatic.com/p_h/ISrlpf2ndozusn1000000000.jpg
209,pueblo_revival,0.9999700784683228,https://photos.zillowstatic.com/p_h/IS3vc9wpnbku7i1000000000.jpg
210,pueblo_revival,0.9996708631515503,https://photos.zillowstatic.com/p_h/ISb1flewrjsr7i1000000000.jpg
211,pueblo_revival,0.9999871253967285,https://photos.zillowstatic.com/p_h/IS7mwh2b3na1cj1000000000.jpg
212,pueblo_revival,0.9999222755432129,https://photos.zillowstatic.com/p_h/IS33jfj310b3tn1000000000.jpg
213,pueblo_revival,0.9988572597503662,https://photos.zillowstatic.com/p_h/ISzrrrkthw7ssn1000000000.jpg
214,pueblo_revival,0.9956113696098328,https://photos.zillowstatic.com/p_h/ISrdj9f9009m7i1000000000.jpg
215,pueblo_revival,0.9989017248153687,https://photos.zillowstatic.com/p_h/ISbh76m7orfnbj1000000000.jpg
216,pueblo_revival,0.9990665316581726,https://photos.zillowstatic.com/p_h/ISjn9i4esznkbj1000000000.jpg
217,pueblo_revival,0.9999997615814209,https://photos.zillowstatic.com/p_h/IS7m8zvqg7jaqe0000000000.jpg
218,pueblo_revival,0.9997991919517517,https://photos.zillowstatic.com/p_h/ISnik6oad4t6bj1000000000.jpg
219,pueblo_revival,0.9996391534805298,https://photos.zillowstatic.com/p_h/ISvoaxdjj3cx7i1000000000.jpg
220,colonial,0.32515719532966614,https://photos.zillowstatic.com/p_h/IS3jb0rq61uez71000000000.jpg
221,contemporary,0.8537383675575256,https://photos.zillowstatic.com/p_h/ISjr0qnoa64m6p1000000000.jpg
222,ranch,0.9997227787971497,https://photos.zillowstatic.com/p_h/ISj3yn14gx3mcu1000000000.jpg
223,ranch,0.9998812675476074,https://photos.zillowstatic.com/p_h/ISvwwjw42wdy481000000000.jpg
224,contemporary,0.43061670660972595,https://photos.zillowstatic.com/p_h/IS72t5jm9lspga1000000000.jpg
225,cape_cod,0.8926307559013367,https://photos.zillowstatic.com/p_h/IS3jbo1vji8f3t1000000000.jpg
226,cape_cod,0.9983893632888794,https://photos.zillowstatic.com/p_h/ISn67wlrd97vis1000000000.jpg
227,craftsman,0.9994745850563049,https://photos.zillowstatic.com/p_h/ISfkgi5d6ok7s31000000000.jpg
228,ranch,0.9967169165611267,https://photos.zillowstatic.com/p_h/ISnyk5k85m55yy0000000000.jpg
229,craftsman,0.9796750545501709,https://photos.zillowstatic.com/p_h/ISvg04mrsl1k1i1000000000.jpg
230,craftsman,0.6920379996299744,https://photos.zillowstatic.com/p_h/IS3jj2y3q5gw0j0000000000.jpg
231,victorian,0.6464657783508301,https://photos.zillowstatic.com/p_h/ISz74c5ax3xq7o0000000000.jpg
232,tudor,0.9999940395355225,https://photos.zillowstatic.com/p_h/ISbtk0su0ru7lw1000000000.jpg
233,colonial,0.9931623935699463,https://photos.zillowstatic.com/p_h/IS3n6ng30gtza41000000000.jpg
234,cape_cod,0.7509716153144836,https://photos.zillowstatic.com/p_h/ISjjuz88pfql1h1000000000.jpg
235,contemporary,0.9333786368370056,https://photos.zillowstatic.com/p_h/IS7afgohhn0y201000000000.jpg
236,craftsman,0.9999808073043823,https://photos.zillowstatic.com/p_h/ISbd84e38bhmuh1000000000.jpg
237,ranch,0.9999988079071045,https://photos.zillowstatic.com/p_h/ISj7pf0017a0620000000000.jpg
238,italianate,0.9990915060043335,https://photos.zillowstatic.com/p_h/ISvgshft5cs5w91000000000.jpg
239,craftsman,0.9999985694885254,https://photos.zillowstatic.com/p_h/ISne5w613ybgbu1000000000.jpg
240,log,0.9004467725753784,https://photos.zillowstatic.com/p_h/ISrpka6cwexve31000000000.jpg
241,craftsman,0.9999982118606567,https://photos.zillowstatic.com/p_h/ISf83g1ebrfe8n1000000000.jpg
242,italianate,0.9999310970306396,https://photos.zillowstatic.com/p_h/ISjvz3pbmyjfwd1000000000.jpg
243,farmhouse,0.9768165946006775,https://photos.zillowstatic.com/p_h/ISn2oat65ixv6l0000000000.jpg
244,neoclassical__greek_revival,0.6651593446731567,https://photos.zillowstatic.com/p_h/ISv4fnhcbb147t1000000000.jpg
